,text,favourite_count,retweet_count,created_at
496,"RT @AlangarCinemas: Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https:/…",0,6,2021-08-30 10:40:43
497,"RT @AlangarCinemas: Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https:/…",0,6,2021-08-30 10:35:51
498,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 10:23:36
499,"RT @UniversalIND: Crazier, Bigger, Faster than EVER.
The Fast family is coming back at full throttle, buckle up good. 🔥😬

#F9 releasing on…",0,5,2021-08-30 10:01:28
500,fast and furious 9 une pure merveille https://t.co/e2Ec0TySP3,3,0,2021-08-30 09:04:07
501,RT @lavishbot: Nah bro fast and furious 9 really is so bad LMAO 🤣💀,0,1,2021-08-30 08:44:01
502,Nah bro fast and furious 9 really is so bad LMAO 🤣💀,17,1,2021-08-30 08:42:54
503,"RT @AlangarCinemas: Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https:/…",0,6,2021-08-30 08:41:00
504,@INOXMovies When will openings for fast and furious 9 open  at inox kakinada,0,0,2021-08-30 08:33:42
505,"#FastandFurious9: #VinDiesel, #JohnCena’s Action Film To Release on September 2 in #India!

#F9 #FastAndFurious9releasedate @VinDieselPage
@JohnCena @justinlin 

https://t.co/uLDAbZc8w6",2,0,2021-08-30 08:32:12
506,@sbcinemas Fast and furious 9,0,0,2021-08-30 08:30:23
507,@ubaldi @SamsungFR #UbaldiJeVeuxVibrer devant le film fast and furious 9 😜🍀🤞,0,0,2021-08-30 08:29:44
508,"Fast and Furious 9 for our Furious Fans! 

Because you're our Family ❤
#FastAndFurious9 #family #AlangarCinemas https://t.co/9t8mNkx0jO",74,6,2021-08-30 08:20:49
509,"RT @UniversalIND: Crazier, Bigger, Faster than EVER.
The Fast family is coming back at full throttle, buckle up good. 🔥😬

#F9 releasing on…",0,5,2021-08-30 08:05:07
510,"Fast &amp; Furious 9 India Release Date Silently Moved to Thursday, September 2 Fast &amp; Furious 9 India release date silently brought forward a day to Thursday, September 2. F9 movie ticket bookings open in English, Hindi, Tamil, and Telugu.",0,0,2021-08-30 08:03:01
511,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 07:51:03
512,"Fast and Furious 9 India release date quietly moved to Thursday, September 2 https://t.co/QGv2wf293H",0,0,2021-08-30 07:38:02
513,"We know sometimes it can be tough to make a choice! 
So a piece of advice from your favourite movie franchise.🤩
Also, Fast and furious 9 is coming on 3rd September at your nearest INOX.🎬🍿
@TheFastSaga
@UniversalIND
#INOX #F9 #FastandFurious9 #FastandFurious #Fast9 https://t.co/EB28tNuDP1",8,0,2021-08-30 07:15:47
514,"RT @UniversalIND: Crazier, Bigger, Faster than EVER.
The Fast family is coming back at full throttle, buckle up good. 🔥😬

#F9 releasing on…",0,5,2021-08-30 06:52:25
515,"Fast and furious 9 Director’s Cut is going to release on sept 7th for Digital and On sept 21th for blu-ray so that means that they will show Cardi wearing a white dress and walking to see dom at the night party , hopefully they show it🤞🏽🥺 https://t.co/6110KusAA7",1,1,2021-08-30 06:43:54
516,the first movie I ever took a girl to see was The Fast &amp; The Furious. she was 5’9 and I was 5’3 —- we headbanged in the seats when Rollin by Limp Bizkit started playing,6,0,2021-08-30 06:40:26
517,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 06:39:04
518,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 06:08:14
519,nw: fast and furious 9,0,0,2021-08-30 06:07:26
520,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 06:06:00
521,RT @jay_mabasa: I’d rather have 9 Good budgeted Riddick movies then 9 fast and furious movies😪,0,1,2021-08-30 06:03:01
522,"RT @UniversalIND: Crazier, Bigger, Faster than EVER.
The Fast family is coming back at full throttle, buckle up good. 🔥😬

#F9 releasing on…",0,5,2021-08-30 05:54:21
523,"RT @UniversalIND: Crazier, Bigger, Faster than EVER.
The Fast family is coming back at full throttle, buckle up good. 🔥😬

#F9 releasing on…",0,5,2021-08-30 05:50:53
524,I’d rather have 9 Good budgeted Riddick movies then 9 fast and furious movies😪,2,1,2021-08-30 05:48:47
525,"Crazier, Bigger, Faster than EVER.
The Fast family is coming back at full throttle, buckle up good. 🔥😬

#F9 releasing on 3rd September, in cinemas near you. https://t.co/Jh9El3bkRP https://t.co/g9JinxP7mU",26,5,2021-08-30 05:47:33
526,RT @Lndlynszo: fast and furious 9 Netflix nanamn♥️,0,1,2021-08-30 05:19:04
527,fast and furious 9 Netflix nanamn♥️,2,1,2021-08-30 05:18:54
528,RT @IGN: How is Han alive in Fast and Furious 9? https://t.co/C2hnnCNHuM https://t.co/l2PdcosfXm,0,237,2021-08-30 05:06:38
529,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 05:01:56
530,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:50:16
531,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:49:56
532,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:30:31
533,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:29:03
534,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:23:24
535,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 04:21:40
536,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:19:22
537,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:19:08
538,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:17:47
539,RT @Amara_Bengaluru: Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its…,0,32,2021-08-30 04:15:19
540,"Fast and Furious 9 &amp; Shang-Chi are both coming in Kannada. Theatres have started giving slots to Kannada versions.Its time to promote both the movies and ensure people are well aware of the release of the Kannada version.
#FF9InKannada #ShangchiInKannada 
#EntertainmentInKannada https://t.co/wkHDc29zjA",95,32,2021-08-30 04:05:59
541,"RT @ursMaahi2322: Fast And Furious 9

#NandyalTown 
Ramnath (4K) https://t.co/xAP5bfU9zW",0,1,2021-08-30 03:05:36
542,"Thursday August 26, 2021

7. ""The Fast And The Furious 3: Tokyo Drift"" (2006) 🚗
In The Famous City Of Tokyo, Japan 🇯🇵

8. ""Bohemian Rhapsody"" (2018) 🎵

¡OSCAR Favorite!

¡Winner Of 4 OSCARS!

9. ""Venom 1"" (2018)

2 Movies Of The Year 2018, At The Same Time

🎬⭐ https://t.co/f0uihTt1YZ",0,0,2021-08-30 02:58:29
543,Finally caught up on Fast and Furious 9 and if you have not seen it I would caution that it is the 8th best Fast and Furious,6,0,2021-08-30 02:35:16
544,RT @TKTheGodBreaker: I swear they don't make anime like Initial D anymore. The sound selection and aesthetic was UNMATCHED. Put Takumi in F…,0,3,2021-08-30 02:06:51
545,@behindwoods Fast and furious 9😑,2,0,2021-08-30 01:48:57
546,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 01:27:48
547,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 01:22:00
548,F9 (Fast &amp; Furious 9) 2021 Full movie online MyFlixer https://t.co/aNMZr63TQC,0,0,2021-08-30 01:17:01
549,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 01:12:42
550,"RT @_PVRCinemas: Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #P…",0,5,2021-08-30 01:08:47
551,"@MattWalshBlog Pig seems to be a very polarizing movie.  I think everyone should preface their opinion on it by first naming their 5 favorite movies of the past 3 years.  If they say Fast &amp; The Furious 5,6,7,8 and 9, you can probably skip their terse, monosyllabic review of Pig.",0,0,2021-08-30 01:08:21
552,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 00:51:56
553,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 00:48:14
554,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 00:47:46
555,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 00:47:01
556,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 00:46:46
557,"RT @Spidex_: Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",0,18,2021-08-30 00:45:42
558,"Fast and Furious 9 (2021)
Director: Justin Lee https://t.co/29GohkQaiM",196,18,2021-08-30 00:45:14
559,The best thing about fast and furious 9 was seeing that beauty R34 at the end 😍😍,0,0,2021-08-29 23:37:43
560,"If you were thinking of watching fast and furious 9

dont",6,0,2021-08-29 23:19:20
561,My dad found out he has prostate cancer and the very first thing he did was rent “Fast and Furious 9”,20,0,2021-08-29 22:30:45
562,RT @jordha: There's a new @FunTimeCalls and if you asked me what the episode was about... I think it was Fast and Furious 9 maybe?,0,1,2021-08-29 22:08:28
563,There's a new @FunTimeCalls and if you asked me what the episode was about... I think it was Fast and Furious 9 maybe? https://t.co/OOiqmTsHjI,1,1,2021-08-29 22:02:58
564,in my mind I've been in the fast and furious universe for more than a week now and I watched fast 9 for the second time today so I don't see it changing anytime soon,2,0,2021-08-29 21:46:13
565,Fast and furious 9 tooppp,0,0,2021-08-29 21:30:53
566,Fast and furious 9 was ok until 25 mins in when the law of physics went right out the window 🤣🤕 Can’t wait for the 10th… 👀,1,0,2021-08-29 21:15:05
567,Fast and furious 9 tumepigwa,4,0,2021-08-29 21:14:38
568,20mins into fast and furious 9 and I’m literally laughing at how bad this is 😭😭😭😭,3,0,2021-08-29 21:09:34
569,Has anyone ever watched a more ridiculous film than fast and furious 9 💩💩💩💩💩💩💩💩💩💩,0,0,2021-08-29 21:05:28
570,Fast And Furious 9 https://t.co/hjwm6Bv0FQ,0,0,2021-08-29 20:49:49
571,"Fast and furious 9
I vote Louis Tomlinson (@Louis_Tomlinson) for #ArtistoftheSummer @965TDY https://t.co/8DbyLE21Vr",0,0,2021-08-29 20:48:31
572,"I’ll be finally watching fast and furious 9 tomorrow hopefully, I’ll live tweet it.",0,0,2021-08-29 20:30:57
573,"@IndiaEpson 1. BLaCK WiDoW 2. No TiMe To DiE 3. LoKi 4. FaST AnD FuRiOUS 9 #BiGSCrEEN #CoNTeSTALeRT 

@IndiaEpson
Tagging: @Chandrima214 @Brishti_Megha @WomensCricketL1",0,0,2021-08-29 20:23:18
574,By that rationale Fast and Furious 9 is better than The Godfather https://t.co/SZ6e4zNbfL,2,0,2021-08-29 20:08:07
575,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 18:51:43
576,Fast and Furious 9 could be the worst film I’ve ever seen and there’s still an hour left,0,0,2021-08-29 18:27:22
577,Gettin started on that fast and furious marathon right from the first movie so I can watch Fast 9 lmao,1,0,2021-08-29 18:22:41
578,"Fast and Furious 9 (F9) crosses $700 million ahead of India Release

Click below to read the complete article.
#Fast9 #fastandfurious #F9 #movies #moviecollection #fastandfurious9 
https://t.co/gWkedPGAzZ",2,0,2021-08-29 18:00:36
579,Angas Ng fast and furious 9,0,0,2021-08-29 17:52:46
580,@uniquepie2212 @kilepi_tweve Fast and furious 9,0,0,2021-08-29 17:50:27
581,"@bunnybum3 Hello Sian, sorry to see you're having problems renting Nobody on Sky Store Premiere. Have you rented the film and it is showing Fast and Furious 9? ^JD",0,0,2021-08-29 17:50:19
582,"RT @Life_Love_USA: Fast and Furious 9 🚘🎞🎬
Behind the Scenes! 🎥
@CharlizeAfrica #CharlizeTheron https://t.co/FsJc86HVHC",0,3,2021-08-29 17:46:13
583,[Movie] » Fast and Furious 9: The Fast Saga (2021). https://t.co/LDgB9KMkD7,0,0,2021-08-29 17:37:51
584,@SHAD0WY0U kirain fast and furious 9,0,0,2021-08-29 17:26:44
585,@Keulisitian @davidscottjaffe final fantasy 9? surely u mean fast and furious 9...and the rock isnt even in it...john Cena is,0,0,2021-08-29 17:12:48
586,"RT @BhelecCinema: BOOKINGS OPEN!
FAST AND FURIOUS 9 From this Thursday (2.9.21).
Grab your tickets now at @bookmyshow https://t.co/wqKJdHEQ…",0,2,2021-08-29 17:12:04
587,Booking opened for #FastAndFurious9 - (Tamil) on Sep2 onwards https://t.co/o7lIKGvHh0 @Bookmyshow ⁦@Megastartheatre⁩,4,0,2021-08-29 16:58:43
588,"RT @_PVRCinemas: Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #P…",0,5,2021-08-29 16:58:34
589,"@_ekomabasi_ Not just Nigerian tbh 
It’s business generally, that’s why we have fast and furious reaching part 9 cos they keep making money.",0,0,2021-08-29 16:52:42
590,"Because fast and the furious 9 was that bad.
#fastandthefurious https://t.co/jpiB2lVGwV",0,0,2021-08-29 16:49:55
591,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 16:30:54
592,Has anyone ever actually watched all 9 of the fast and the furious movies???,2,0,2021-08-29 16:29:29
593,@duke_canuck @jeannetix_ I want Fast and the Furious 9!!!,0,0,2021-08-29 16:19:02
594,"@IndiaEpson #ContestAlert #BigScreen
1. Black Widow
2. No Time To Die
3. Loki
4. F9: The Fast Saga and internationally as Fast &amp; Furious 9
@IndiaEpson  @khushi_CHD  @Sonika52507388  @msupercilious",0,0,2021-08-29 16:14:14
595,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 15:47:07
596,"@rosediscp Hello, China. This is John Cena. I’m in the middle of Fast and Furious 9 promotions. I’m doing a lot of interviews. I made a mistake in one of my interviews, I love and respect China and the Chinese people,",2,0,2021-08-29 15:46:05
597,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 15:42:41
598,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 15:38:37
599,"Is it just me or any of you think that Fast and Furious 9 is inspired by Race 3? 🤔
#bhaibhai",1,0,2021-08-29 15:30:51
600,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 15:20:51
601,"@transgamerthink I did the magnets joke on my Fast and Furious 9 review (if you've seen it, you know why) and my editor changed it. Say not a lot of people understand it now.

😐",2,0,2021-08-29 15:09:31
602,"RT @BhelecCinema: BOOKINGS OPEN!
FAST AND FURIOUS 9 From this Thursday (2.9.21).
Grab your tickets now at @bookmyshow https://t.co/wqKJdHEQ…",0,2,2021-08-29 14:36:43
603,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 14:31:27
604,"BOOKINGS OPEN!
FAST AND FURIOUS 9 From this Thursday (2.9.21).
Grab your tickets now at @bookmyshow https://t.co/wqKJdHEQHz",22,2,2021-08-29 14:30:27
605,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 14:05:12
606,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 14:04:36
607,"RT @_PVRCinemas: Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #P…",0,5,2021-08-29 14:02:45
608,-Fast and Furious 9 : https://t.co/8aQYx8TXTi,2,0,2021-08-29 13:14:44
609,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 13:13:17
610,"Fast And Furious 9

#NandyalTown 
Ramnath (4K) https://t.co/xAP5bfU9zW",0,1,2021-08-29 13:05:46
611,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 13:00:21
612,"See Dom and the crew in action! 🚗

Get your tickets for the ride of a lifetime with the Fast Fam in Fast9! 

Tickets here: https://t.co/fQ4pxnXb6M 

#DoMoviesRight #HelloBigScreen #SterKinekor https://t.co/lWuaMkEVS3",4,0,2021-08-29 13:00:01
613,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 12:47:54
614,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 12:13:00
615,"Watched Fast And The Furious 9 with my twin brother and buddy Josh today, that film was so preposterous that I don't know how they can follow up launching a car into space with the next one. One might say it was LUDACRIS.",0,0,2021-08-29 12:05:41
616,FAST AND FURIOUS 9.,0,0,2021-08-29 12:03:36
617,"@Kulpero @Zhuurg Suicide Squad 2
Nobody's man
Wrath of man
Snake Eye
Jungle Cruise
Forever Purge
Tomorrow war
Fast and Furious 9
Army of the Dead
Fatherhood
Boss Baby",0,0,2021-08-29 11:59:58
618,"My top 10 most watched movies:
1) Moana (2016)
2) Star Trek II: The Wrath of Khan (1982)
3) The Fast and the Furious (2001)
4) The Martian (2015)
5) Baywatch (2017)
6) Valerian and the City of a Thousand Planets (2017)
7) Mission to Mars (2000)
8) Corpse Bride (2005)
9) Sher…",0,0,2021-08-29 11:59:57
619,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 11:51:42
620,"RT @UniversalIND: The magic of the big screen awaits to take you on the Fastest ride ever!

Buckle up to hop on it with @vindiesel and get…",0,3,2021-08-29 11:49:25
621,@BeckGS91 ¿Le has visto en Fast and furious 9?,1,0,2021-08-29 11:09:38
622,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 10:57:00
623,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 10:43:32
624,"RT @UniversalIND: The magic of the big screen awaits to take you on the Fastest ride ever!

Buckle up to hop on it with @vindiesel and get…",0,3,2021-08-29 10:37:23
625,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 10:16:07
626,"This is no average Sunday, #F9 is here! Vin Diesel and the #FastFamily have returned to roar their engines across the Nu Metro BIG SCREEN 🚗 💨 'Fast &amp; Furious 9: The Fast Saga' - NOW SHOWING including #NuMetro4DX (select sites). 

Book Tickets &gt;&gt; https://t.co/539O8bQXSB 🎫 https://t.co/6MYeC26Y4q",4,0,2021-08-29 10:14:54
627,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 10:12:38
628,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 10:04:18
629,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 10:03:54
630,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 10:02:51
631,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 09:53:39
632,Half way through fast and furious 9 and it’s clear they need to stop,2,0,2021-08-29 09:50:29
633,Mantep emang Fast and Furious 9 😁,0,0,2021-08-29 09:38:35
634,Fast and Furious 9 - Brian O'Conner - Alternate Ending (Paul Walker) Ret... https://t.co/c9cKBwikFF @YouTubeより,0,0,2021-08-29 09:21:19
635,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 09:05:44
636,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 08:53:32
637,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 08:44:38
638,Finally finished all of the Fast and Furious films I got for my birthday last night. Now just got to wait until Fast 9 is out and then I'll have them all 👍 #fastandfurious #Fast9 #film #DVD,0,0,2021-08-29 08:40:37
639,"RT @_PVRCinemas: Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #P…",0,5,2021-08-29 08:00:26
640,"Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #PaidPreview #MoviePreview #FastandFurious9 #Fast9 #fastsaga #F9 @UniversalPics #dom #advancebookings #paidpreview #fastandfurious #fastandfurious9 https://t.co/fRe1Z4Sf7V",14,5,2021-08-29 07:58:42
641,"✨ Fast And Furious 9 The Fast Saga (2021)

 HD🎬👉🏻 https://t.co/PukSOY84gM

🎥👉🏻 https://t.co/8zW4VDJ5GR

#hd4x #movie #เดอะฟาส9 #หนังเน็ตฟลิกซ์ #หนังมาใหม่ #รีวิวหนัง  #ซีรี่ย์เกาหลี #หนังดูฟรี #fastanfurious9 #ทวิตล่ม #ม็อบ28สิงหา #COVID https://t.co/4P02J0lvBg",0,0,2021-08-29 07:43:13
642,Y'all didn't tell me Fast and Furious 9 was full of all these lies😭😭,1,0,2021-08-29 07:41:15
643,"I’m sorry, but watching Fast and Furious 9 is like watching the development of the Saints Row games. This is fucking ridiculously funny and wild ride at the same time 😂",1,0,2021-08-29 07:30:35
644,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 07:02:26
645,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 06:40:40
646,Fast and the furious 9 is def one of my fav movies now,0,0,2021-08-29 05:51:39
647,"RT @UniversalIND: The magic of the big screen awaits to take you on the Fastest ride ever!

Buckle up to hop on it with @vindiesel and get…",0,3,2021-08-29 05:20:06
648,"RT @INOXMovies: Yes! It's here! 
Advance booking for Fast and Furious 9 preview is now open!🔥
So hurry up! Book tickets now!
https://t.co/o…",0,6,2021-08-29 05:17:20
649,"The magic of the big screen awaits to take you on the Fastest ride ever!

Buckle up to hop on it with @vindiesel and get ready to see your favorite family in action with ‘Fast &amp; Furious 9’ releasing this Friday, 3rd September! 🏁📽️

Book your tickets: https://t.co/Jh9El2TK0h https://t.co/Nyt5pWeRvi",21,3,2021-08-29 05:00:00
650,I watched fast and furious 9 last night. And let me just say Paul Walker would be so disappointed. Really wish they would bring back the Racing 😭🤦🏻‍♂️,0,0,2021-08-29 04:29:45
651,@JohnCena @hulu @VacationFriends good luck in your project and I doubt very much that this movie is not good since in all the ones that appear it gives it a special touch like the fast and furious 9 very good movie the truth my bro,0,0,2021-08-29 04:14:55
652,Fast and Furious 9 was so good,5,0,2021-08-29 03:07:44
653,"RT @blessedkamal: @IndiaEpson 1. BLaCK WiDoW 
2. No TiMe To DiE 
3. LoKi 
4. FaST AnD FuRiOUS 9
#BiGSCrEEN 
#CoNTeSTALeRT 
@IndiaEpson 
Joi…",0,7,2021-08-29 02:31:04
654,@TheFastSaga Fast and the Furious 9 is absolute trash. You even went out of your way to make Charlize Theron look like shit. Fuck you Fast 9. Fuck you. #F9 https://t.co/64TTE0bUmx,0,1,2021-08-29 02:02:59
655,“It’s like watching Fast and Furious 9 and expecting something different than the first 8.”,0,0,2021-08-29 01:17:37
656,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 01:11:14
657,"@helloreilly That the 1st one?

9 fast and furious and I can go deep into each one

I can name exactly 6 of the 7,000 characters in LOTR",2,0,2021-08-29 00:53:18
658,Fast and the Furious 9: How does it work? Magnets.,0,0,2021-08-29 00:34:29
659,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-29 00:08:09
660,CTM SALE CARDI B EN FAST AND FURIOUS 9,1,0,2021-08-28 23:43:18
661,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-28 23:00:42
662,"How did the Fast and the Furious franchise go from illegal street racing to shootouts in the Mexican jungle? I get it, a lot can happen in 9 movies, but now the crew is speeding through a field full of landmines while John Cena watches.",0,0,2021-08-28 22:53:36
663,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-28 22:48:11
664,I was telling my dad the ridiculousness of Fast and Furious 9 and then paused realising he knows I haven’t seen any of the 37 other films 🥴 https://t.co/HaTEOmv4ZH,0,0,2021-08-28 22:46:58
665,"RT @davidscottjaffe: Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in…",0,35,2021-08-28 22:46:50
